name,event_type,event_time,description,city,class
"Вебинар ""Как IT специалисту сделать прорыв в английском за лето: 3 стратегии на 3 разных бюджета""",webinar,2020-06-24 21:00:00+00,"Основные блоки вебинара: — почему именно летом обучаться эффективнее всего и как мотивировать себя и всё не забросить — как наконец-то выучить то, что давно тянется: запомнить irregular verbs, в тему использовать Present Perfect и многое другое (укажите свой запрос в анкете при регистрации) — 3 разных стратегии прорыва в английском за лето: пошаговая инструкция Английский — это система, и исходя из Ваших параметров ""свободное время"", ""загруженность на работе"", ""цели"" и ""бюджет"" на вебинаре Вы получите для себя готовый общий алгоритм как прокачать английский за лето. Вы чувствуете, что застряли в английском? Или просто делаете что-то (смотрите фильмы и сериалы, ходите на курсы, общаетесь с иностранным заказчиком), а нужного результата не получаете? Именно лето — оптимальная пора, чтобы сделать прорыв в английском, не смотря на Ваш отпуск или новый проект. Регистрируйтесь на вебинар ""Как сделать прорыв в английском за лето: 3 стратегии на 3 разных бюджета"" по ссылке и получите чёткую стратегию, как получить нужный результат. После каждого вебинара наши слушатели отмечают, что никогда раньше такого не пробовали. Поэтому если готовы действовать — регистрируйтесь за 10 секунд тут: forms.gle/yKXKCRQZyhkkPb9r5 . Мы ждём особенных осознанных людей, которые готовы работать и получать результат, а не тех, кто просто придёт фоново послушать. О спикере: Тимошик Яна, руководитель и главный методист креативной студии английского Smart English, г. Киев. Опыт преподавания — 12 лет; изучала английский язык и психологию языка в Британии, г. Брайтон. А ещё, Яна готовит к собеседованиям и презентациям на английском, а также к командировкам в другие страны. Пожалуйста, обязательно укажите при регистрации свой email и телефон — мы пришлём Вам ссылку где будет проходить вебинар на почту и в SMS во время начала трансляции. Также проверяйте ""Спам"": наше письмо может оказаться там. Если Вам не пришло письмо о подтверждении регистрации или не пришла ссылка на трансляцию в день вебинара, любые другие вопросы — пожалуйста, пишите или звоните нам: 093-167-58-28 (Viber, Telegram), 097-062-90-96 ad.smartenglish@gmail.com . Делитесь и Вы этим вебинаром с друзьями, коллегами и родственниками, кому он будет полезен. До встречи онлайн 25 июня! Регистрация обязательна: forms.gle/yKXKCRQZyhkkPb9r5 Живите креативно!",online,undefined
Встреча SpbDotNet №59,meetup,2020-05-14 21:00:00+00,"15 мая в гостях у конференции DotNext состоится 59-я встреча SpbDotNet. Регистрация обязательна по ссылке: https://spbdotnet.timepad.ru/event/1311539/ Истинным знаниям не страшны преграды. Оковы изоляции не сдержат доблестных носителей силы. Встречайте первую прорывную встречу сообщества в формате online. Событие будет полностью посвящено разработке игр под Unity. Мы пройдёмся от полного нуля до работающих примеров, осуществляя ваши детские мечты в прямом эфире. За насыщенный графоний отвечает команда конференции DotNext. Программа встречи 20:00 – 21:00 Артём Лунев ""Разработка игр на движке Unity"" 21:00 – 21:10 Перерыв 21:10 – 22:00 Александр Кугушев ""GameDev как хобби"" Организатор: SpbDotNet SpbDotNet is a monthly user group focused on software development, particularly in the .NET ecosystem. We welcome people with interests in software development of all ages and levels of experience. http://DotNet.Ru",Санкт-Петербург,undefined
"Курс „Курс Automation QA on JavaScript""",training,2020-08-04 21:00:00+00,"15.07-05.08 — 45 часов лекция и практик 18:00 — 21:00 Стоимость 7500 грн за весь курс Регистрация Этот курс об автоматизированном тестировании программного обеспечения с помощью JavaScript, Selenium WebDriver, Postman и других для веб-приложений. Автоматизированные тесты имеют решающее значение для сокращения затрат и быстрого релиза. Этот курс научит вас, как автоматизированные тесты приносят пользу бизнесу, различные типы тестов, которые можно создавать, и как они вписываются в более широкие бизнес-процессы. С помощью методов, которые вы изучите на курсе, вы сможете ускорить темпы поставки программного обеспечения, улучшить качество и овладеете необходимыми навыками, чтоб и иметь успешную карьеру тестировщика. Вы изучите основы и попрактикуйтесь с JavaScript, Pupetter, Cucumber и другими инструментами автоматизации тестирования. Регистрируйтесь и вы: Получите: — базовые навыки программирования на JS — понимание клиент/серверная архитектура Научитесь: автоматизировать API — REST — JSON — Postman — Newman автоматизировать UI — как писать локаторы — использовать Selenium, Webdriver IO — поддерживаться паттернов при написании тестов (Page object и др) — использовать репортеры (Allure) пользоваться Git — git flow — базовые команды как запускать тесты в CI/CD — Docker/GitLab — основы автоматизации на мобильных устройствах Тестирование производительности (Performance) Нагрузочное тестирование (Load)",online,qa
"Вебинар ""Работа ВА на проекте — как бывает на самом деле""",meetup,2020-08-12 21:00:00+00,"Сначала в IT долго привыкали к отдельно выделенной должности бизнес-аналитика, ведь PM запросто может взять его задачи на себя, а теперь зарплаты этих специалистов растут даже в кризис. Как BA добивается результатов в реальном мире, расскажет Кирилл Белявский на бесплатном вебинаре от IAMPM! О чем поговорим: ✔️ Как меняется подход к бизнес-анализу в зависимости от проекта? ✔️ Как правильно работать с ожиданиями на старте проекта? ✔️ За какие задачи на проекте должен отвечать BA? ✔️ Как построить эффективный рабочий день бизнес-аналитика? ✔️ Что помогает работать с допущениями и ограничениями? ✔️ Как взаимодействовать с ключевыми стейкхолдерами на проекте? ✔️ Как измерять эффективность работы бизнеса-аналитика? 🎙Спикер: Кирилл Белявский — Senior Business Analyst at Softserve с более 8 лет опыта в бизнес анализе. Регулярный спикер на конференциях и митапах, ведет свой подкаст о бизнес анализе. 🗓️ 13 августа 19:00 — 20:30 (UTC+03!) Регистрация: bit.ly/3fAWjvE",online,busorg
"Бесплатный вебинар ""Machine Learning: что нужно для старта?""",webinar,2020-07-08 21:00:00+00,"Вебинар для вас, если вы много слышали про машинное обучение и искусственный интеллект, но всё ещё не знаете, как к ним подступиться и что изучать. На вебинаре вы узнаете: ✓ какие разделы математики и программирования нужно знать для вхождения в Machine Learning; ✓ для чего вам может понадобиться математика, если вокруг полно готовых библиотек и фреймворков; ✓ как выглядят типичные задачи ML-инженера. Спикер — Александр Певзнер — более 5 лет в области обработки данных машинного обучения и искусственного интеллекта; — более 5 лет опыта преподавания; — несколько лет работал в проекте по обработке сигналов Большого адронного коллайдера; — больше года возглавлял Data Science-группу, работавшую над разработкой смарт-браслетов; — проводил личные консультации по внедрению ML-технологий для сотрудников и топ-менеджеров таких компаний, как Cisco, Comfy, ""УВК Украина""; — организовал школу машинного обучения, которую только за последние два месяца прошли более 40 студентов из разных ниш IT (программисты, менеджеры, инженеры, аналитики, ...). Ссылка для регистрации: is.gd/AfZElh",online,ds
Конференция BRANDBUILDING 2020 — как создавать и развивать бренды,conference,2020-06-10 21:00:00+00,"Конференция BRANDBUILDING 2020 — как создавать и развивать бренды 11 июня состоится знаковое событие по брендингу BRANDBUILDING 2020 . Мировые эксперты, лидеры брендинговых, рекламных и digital агентств соберутся вместе, чтобы поделиться с вами самой передовой практикой по созданию и продвижению брендов. Присоединяйтесь , чтобы не пропустить последние тренды и инсайты в маркетинге, используйте идеи спикеров для собственных проектов и развития бизнеса! Организаторы: D’SKUL – Digital Business School и BrandLab Moscow . Международная конференция пройдет в онлайне, англоязычные презентации будут сопровождаться синхронным переводом на русский язык. Ключевые темы Новый опыт взаимодействия Бренда с Потребителем: коммерция + культура Бренды в меняющейся экономике: спад, восстановление или выздоровление? Революционная и эволюционная стратегии для Бренда Де-мистифицикация Цифровой Трансформации Масштабирование и Архитектура Бренда Спикеры с потрясающим опытом ALASDAIR LENNOX, FITCH , NEW YORK Executive Creative Director // Креативный директор. Обладатель наград Cannes Lions, London International Awards, World Retail Awards Клиенты: Starbucks, Apple, Miele, McLaren, Nespresso, Adidas, Walmart, BP, Lego, Under Armour, Dell АЛЕКСАНДР ЕРЕМЕНКО, BRANDLAB , МОСКВА Управляющий директор, брендинговое агентство BrandLab CEO, D’SKUL – Digital Business School Клиенты: Ростелеком, Инвитро, Газпромнефть, ФК Локомотив, Внешэкономбанк, Volvo, LADA, Госуслуги.ру, Благода, Ортека, Правительство РФ NICK COOPER, LANDOR , LONDON Global Executive Director, Insights & Analytics // Директор по исследованиям и потребительским инсайтам Клиенты: Сбербанк, Северсталь, МТС, Vimpelcom, BP, Maersk, Mitsubishi, AT&T, Visa DAVID HENSLEY, HENSLEY PARTNERS , LONDON Managing Partner // Управляющий директор Клиенты: BMW, Lego, MasterCard, Nestle, Unilever, Aeroflot, Barclays, Allianz, British Airways, BP АРТЕМ МОВСЕСЯН, BOSTON BUSINESS PARTNERS , МОСКВА Управляющий директор Клиенты: Mars, Pepsi, Nestle, Альфа Банк, Лукойл, Starbucks, Лаборатория Касперского, Enel, Объединенные Кондитеры АЛЁНА АГАПИЕВА, SKYENG , МОСКВА PR и бренд-директор Опыт: Третьяковская галерея, ЛитРес, ivi Бренды. Диджитал. Перенастройка. Конференция Brandbuilding в 13-й раз соберет в одном месте профессионалов по брендингу и маркетингу, владельцев бизнеса и топ-менеджеров, pr-специалистов и арт-директоров крупнейших российских и международных компаний. На этот раз мероприятие впервые состоится в формате онлайн, что позволит расширить границы и географию для участия. Каждый доклад рассчитан на 20 минут, плюс 10 минут спикер ответит на вопросы. Поговорим о том, как развивать бренды, проводить диджитал-трансформацию, холить и лелеять покупателей несмотря на кризис. Конференция в цифрах 3200 участников посетили предыдущие 12 мероприятий Brandbuilding – первых лиц компаний, владельцев бизнеса, директоров по маркетингу, бренд-менеджеров, специалистов по маркетингу и рекламе 134 эксклюзивных кейсов от самых успешных отечественных и зарубежных компаний 75 выдающихся экспертов международного уровня в области маркетинга и брендинга, многие из них посетили Россию впервые благодаря конференции Принять участие Зарегистрироваться на конференцию можно на сайте .",online,undefined
QA Meetup Saint-Petersburg,meetup,2018-10-23 16:00:00+00,"EPAM рад пригласить вас на QA Meetup Saint-Petersburg, который состоится 23 октября по адресу м. Московские Ворота, ул. Заставская 22/2 литер А, бизнес-центр ""Мегапарк"". Для посещения необходимо пройти регистрацию по ссылке https://events.epam.com/events/qa-meetup-saint-petersburg/guest-registration Во встрече примут участие тестировщики высокого уровня для обсуждения тенденций развития технологий и идей. На встрече выступят эксперты EPAM: Дмитрий Яковлев, Senior Software Test Automation Engineer, расскажет о роли Dependency Injection в автоматизированном тестировании. Максим Мещеряков, Software Testing Team Leader, поделится с гостями практическими советами по быстрому построению системы автоматизированного тестирования в современных условиях. Вы сможете задать любые интересующие вас вопросы и просто хорошо провести время в компании коллег. Также по ссылке выше вы можете посмотреть более подробную информацию о темах и спикерах. До встречи на QA Meetup Saint-Petersburg!",Saint Petersburg,qa
"Вебинар ""Знакомство со сферой IT рекрутинга. Все, что необходимо знать начинающему IT Researcher""",webinar,2020-06-22 21:00:00+00,"Приглашаем 23 июня на Вебинар ""Знакомство со сферой IT рекрутинга. Все, что необходимо знать начинающему IT Researcher"" Если Вы в поиске работы и новых возможностей, и решили для себя, что готовы двигаться в IT сферу, Вас могут стопить внутренние сомнения: ""мое ли это?"", ""получится у меня?"", ""хочу, но боюсь"", ""нет опыта работы"", ""слабый английский язык"" и т.д. Мы как раз обсудим на вебинаре: • Почему IT рекрутинг это круто? — Без воды, продажных текстов, и обещаний стать миллионером за пол года. • IT Рекрутинг предлагает сменить свой образ жизни — А о какой жизни ты мечтаешь? Может быть работать и путешествовать в любой точке мира? Реально ли это? — Вот и поговорим! • Какие ""разновидности"" IT рекрутеров бывают — Разберем по полочкам какие этапы развития в карьере IT рекрутера Вас могут ожидать. • Ошибки начинающих специалистов. — С какими сложностями можете столкнуться, и как подстелить соломку в начале карьеры осваивая новую профессию. • Для кого не подойдет IT сфера. — Вы сможете сэкономить время, деньги и нервы, если поймете, что это IT сфера не Ваше. • Как и сколько зарабатывают IT рекрутер? — Обсудим детально, какие навыки нужно приобрести и развить, чтобы выйти на уровень ЗП хорошего программиста. ◘ Старт: в 19:00 (продолжительность около 2х часов). ◘ Где: Онлайн Zoom (установи и скачай на PC или mobile) zoom.us/download Но это ещё не всё! Мы приготовили подарок для всех, кто зарегистрируется на вебинар в течение 72 часов: ""Словарь IT вакансий"" — Ваш альма-матер в начале карьеры. ◘ Регистрация по ссылке — docs.google.com/...wform?edit_requested=true Хотите познакомиться со сферой IT рекрутинга? Кликайте по ссылке и регистрируйтесь! До встречи! Команда ""Rock-IT recruiting agency""",online,busorg
Чек-лист эффективной контекстной рекламы,webinar,2020-07-21 21:00:00+00,"Львиная доля работы над настройкой контекстной рекламы - это работа с семантическим ядром. На примерах в популярных и узких нишах Александр объяснит, как не допустить большинства ошибок. Почему полнота семантики важнее принципа: 1 запрос - 1 группа Правила группировки для объявлений. Ваши УТП г**но или почему персональный менеджер и быстрая доставка - это не УТП. Оффер и посадочная - вот, что важно. Полный чек-лист",online,undefined
Как сделать сайт для сурового B2B,webinar,2020-09-23 21:00:00+00,"Приглашаем Вас на наш новый бесплатный вебинар: ""Как сделать сайт для сурового B2B"" Обсудим, как избежать ошибок при создании сайта для b2b и поделимся практическими фишками. Вы узнаете: Как защитить дизайн нефтянику? Как победить контент, когда понимаешь 1/3 текста о продукте? Как организовать работу 5 инженеров над 1-й страницей? Что такое РЗС и ЛДПР и зачем это на проекте? Спикер: ведущий руководитель проектов ""Комплето"" Александр Субочев. Ждем вас в прямом эфире 24 сентября, в 16:00. Регистрация на вебинар по ссылке .",online,undefined
Простая и понятная производственная аналитика с дашбордом Winnum,webinar,2020-08-24 21:00:00+00,"Компания Winnum — ведущий лидер в области передовых решений Промышленного Интернета вещей, приглашает всех желающих посетить бесплатный вебинар ""Простая и понятная производственная аналитика с дашбордом Winnum"". Мероприятие состоится 25 августа в 11:00 по московскому времени. Если вы до сих пор создаете отчеты для кампаний традиционным способом, то вы упускаете большие возможность по экономии времени. Платформа Winnum поможет создать интерактивный Dashbord, который избавит от ненужных шагов и снизит количество ошибок. Функциональность создания интерактивных Dashbords позволяет производить комплексный обзор ключевых показателей подключенного к платформе оборудования, выполнять по ним различные срезы и сравнения. Приложение дает возможность получить графики объектов на основании любого из представленных параметров, либо проводить сопоставительный анализ. На этом вебинаре мы расскажем, что такое Dashbord в Winnum и какие функциональный возможности он предоставляет, а также покажем сценарий создания и настройки на примере готовых объектов. Вебинар будет полезен IT-специалистам, руководителям департамента бережливого производства и цифровизации, ведущим инженерам и главным технологам. Зарегистрируйтесь сегодня! Регистрация После завершения презентации мы ответим на все ваши вопросы. Участие в вебинаре бесплатное. Для получения ссылки на подключение, заполните форму регистрации.",online,undefined
SELinux [Online Meetup Series 20/21],meetup,2020-08-24 21:00:00+00,"В рамках секции Host Security обсуждаем вопросы безопасности операционных систем и серверного оборудования. Открывает секцию митап об SELinux - механизме безопасности, расширяющем возможности по управлению доступом в Linux. Разбираемся в концепции и архитектуре, учимся настраивать доступ и анализировать проблемы. Будет МНОГО консоли. ------------------------------------------ Online Meetup Series 20/21 - Серия онлайн митапов для тех, кто хочет обрести целостное понимание технологий кибербезопасности, а также познакомиться с конкретными инструментами. Полное описании серии доступно на сайте https://cybersecurityclub.moscow Организатор: Cyber Security Club Moscow Cyber Security Club Moscow открыт для всех кто заинтересован в теме Информационной Безопасности. Наша цель предоставить площадку для обмена знаниями и опытом, высказывания идей, обсуждения актуальных технологий. Кроме этого мы поддерживаем общение между участниками сообщества для того, чтобы каждый при желании мог найти партнера, ментора, проект или нужного специалиста. Для нас принципиален качественный профессиональный контент и польза для всех участников клуба. Мы в соц.сетях: Facebook: https://www.facebook.com/groups/cybersecclubmoscow Telegram: https://t.me/cybersecurityclub",Москва,undefined
Простой визуальный ETL для BI. Интеграция Loginom и Visiology,webinar,2020-07-01 21:00:00+00,"Полный цикл загрузки и преобразования данных от ""грязных"" данных до красивых дэшбордов: совместное решение Loginom и Visiology в области визуального ETL. Каждый, кто сталкивался с построением аналитических отчётов, знает, какую важную роль в бизнес-аналитике занимает тема загрузки и преобразования данных. 2 июля мы расскажем вам о том, как можно быстро выполнить весь цикл загрузки и анализа данных, используя совместно программные продукты Loginom и Visiology. Это стало возможным за счёт нового коннектора между системами, разработанного специалистами Loginom. Благодаря этому коннектору, аналитик может буквально одним кликом сделать преобразованные в Loginom данные доступными на дэшбордах в аналитической платформе Visiology. Иван Вахмянин , генеральный директор Visiology, расскажет об опыте внедрения BI платформы Visiology, о типовых задачах преобразования данных, встречающихся в таких проектах, а также о том, как проводилось сравнение доступных на российском рынке инструментов преобразования данных, и почему Visiology рекомендует использовать Loginom в качестве визуального конструктора ETL. Алексей Арустамов , директор Loginom, расскажет об опыте применения Loginom в проектах бизнес-аналитики, а также проведет демонстрацию инструмента, в том числе нового коннектора.",online,undefined
"Онлайн-митап ""Копирайтинг в IT: как писать полезные посты о продукте""",meetup,2020-06-22 21:00:00+00,"23 июня с 16:00 до 17:30 приглашаем на онлайн-митап ""Копирайтинг в IT: как писать полезные посты о продукте"" . Участие бесплатное. Регистрация обязательна . Как не носителю языка выдавать качественный контент, который захотят читать нейтив спикеры? Какие особенности и подводные камни у IT-копирайтинга? Может ли блог о продуктах быть одним из каналов продаж продукта? На эти и другие вопросы ответит переводчица из Гомеля, которая сегодня отвечает за англоязычный контент софтверной компании, входящей в 20-ку топ-вендоров по продажам приложений Atlassian. Что будет на митапе? Ирина Саникович, контент-менеджер StiltSoft, расскажет: как в StiltSoft создают экспертный контент на английском для блога почему забота о читателе - это основа интересной статьи как не страдать над чистым листом и где взять вдохновение и темы почему Google всему голова, и существует ли уникальный текст зачем нужна структура статьи и абзаца StiltSoft – продуктовая компания, единственный в Беларуси партнер австралийской компании Atlassian. На рынке мы уже 10 лет. Нашими приложениями для Confluence, Jira и Bitbucket пользуются более 6000 клиентов по всему миру, среди них Tesla, Netflix, Disney, Red Bull, Apple и многие другие.Сегодня мы входим в 20-ку топ-вендоров по продажам приложений Atlassian из более, чем 400 вендоров в мире. Кому будет интересно мероприятие? Контент-менеджерам, копирайтерам, product- и project-менеджерам и всем, кому время от времени приходится писать тексты. Группа в Telegram : В группе будет вся инфомация о митапе: программа, ссылки на трансляцию. Задавайте свои вопросы, общайтесь друг с другом, делитесь ожиданиями до митапа и фидбеком после! Информационный партнер мероприятия dev.by Участие бесплатное. Регистрация обязательна . Трансляция будет проходить на YouTube канале StiltSoft Tech. Пожалуйста, зарегистрируйтесь, чтобы получить ссылку на трансляцию. До встречи 23 июня!",online,undefined
"Выжимаем из соцсетей максимум: как настроить рекламу, которая приносит прибыль",webinar,2020-06-03 21:00:00+00,"Курс ""Выжми из соцсетей максимум"": 3 недели, 6 лекций, 7 часов живого общения! Закрытый чат со спикерами, возможность выбрать и запустить рекламу в самых популярных социальных сетях и попробовать себя, как блогера. Мы встречаемся 2 раза в неделю, разбираем самые актуальные практики, работаем над вашим реальным проектом и создаем вместе с вами боевые рекламные кампании ориентированные на результат. Темы лекций: Реклама у блогеров : что сейчас реально работает и как обеспечить оплату за результат Facebook и Instagram : секреты настроек от создания кабинета до запуска рекламной компании Реклама в TikTok . Как работает соцсеть и как в ней быстро раскрутить бренд, опередив конкурентов ВКонтакте : как настроить ""правильную"" компанию и поработать с выборочными аудиториями 10 незаметных ошибок , которые могут убить бизнес в социальных сетях Почему красивые картинки и накрутки в Instagram больше не работают и что с этим делать Промокод на дополнительную скидку в 2 000 руб. FRIENDS30",online,undefined
"Онлайн мастер-класс ""Amazon Web Services: путь к сертификату архитектора""",training,2020-07-28 21:00:00+00,"Amazon Web Services (AWS) — это самая распространенная в мире облачная платформа с широчайшими возможностями, предоставляющая более 175 полнофункциональных сервисов для центров обработки данных по всей планете. Миллионы клиентов, в том числе стартапы, ставшие лидерами по скорости роста, крупнейшие корпорации и передовые правительственные учреждения, используют AWS для снижения затрат, повышения гибкости и ускоренного внедрения инноваций. Компьютерная школа Hillel приглашает на онлайн мастер-класс ""AWS: путь к сертификату архитектора"", который пройдет на платформе Zoom. Мастер-класс проведет Сергей Василенко, Teamlead DevOps в IT craft. Программа: ● Сделаем обзор AWS ● Поговорим про: IAM & S3; EC2; Databases; Route53; VPCs; HA Architecture; Application; Security; Serverless ● Что делать дальше? Регистрация: blog.ithillel.ua/...-sertifikatu-arkhitektora",online,devops
Грубые Ошибки Web-Программистов: Вебинар SEOquick с Русланом Байбековым,webinar,2020-08-26 21:00:00+00,"Вебинар пройдет 27 августа в 15:00. Присоединяйтесь к прямой трансляции! Присылайте сайты в качестве примеров для разбора по ссылке заранее! Ссылка для отправки сайта https://seoquick.com.ua/webinar/grubye-oshibki-programmistov-vebinar-s-ruslanom-bajbekovym-seoquick/ Ошибки программистов - то, о чем никогда не догадывается заказчик Есть те вещи в которых: 1. Заказчик не разбирается 2. Программист может переубедить заказчика 3. Программист может не знать, как правильно сделать И в итоге страдает весь сайт по SEO! Программа вебинара 1. Доклад Николая Шмичкова 2. Доклад Руслана Байбекова 3. Анализ ваших сайтов на предмет юзабилити первого экрана страницы 4. Ответы на вопросы Присоединяйтесь к прямой трансляции! Трансляция на FB https://www.facebook.com/seoquick.com ... Трансляция на youtube https://youtu.be/8pjggJnIzXQ Кто такой Руслан Байбеков? https://seoquick.com.ua/author/baybek...",online,undefined
"Бесплатный урок по курсу ""Английский для IT"" в EnglishDom",training,2020-08-12 21:00:00+00,"Тебе подойдет наш курс, если ты: ● Работаешь в IT-индустрии; ● Мечтаешь об успешной карьере; ● Ты стремишься к саморазвитию; ● Хочешь действительно выучить английский, а не просто потратить свое время; ● Планируешь сменить работу на более высокооплачиваемую; ● Хочешь освоить нюансы технического английского и делового общения; ● Стремишься развить тематический словарный запас и научиться бегло общаться с зарубежными коллегами; ● Хочешь читать профессиональную литературу и форумы без переводчика. Цели и задачи вводного урока: ● Узнать твой текущий уровень английского; ● Определить цели, к которым ты стремишься в изучении английского языка; ● Подобрать преподавателя, с которым ты добьешься своих целей; ● Составить индивидуальную программу изучения языка, учитывающую твои сильные и слабые стороны; ● Познакомиться с нашей платформой ED Class. После нашего курса ты сможешь: ● Добавить еще один ключевой навык в своем резюме; ● Свободно оперировать профессиональной лексикой; ● Общаться с иностранными коллегами и читать зарубежные форумы без проблем; ● Вести ключевую документацию на английском; ● Улучшить разговорные навыки и аудирование. Контакты: info@englishdom.com , 0800330066 Зарегистрироваться",online,undefined
QA Z-DAYS 2020,meetup,2020-07-14 21:00:00+00,"15-17 июля приглашаем на международную онлайн-конференцию по тестированию QA Z-DAYS 2020. Регистрация тут: https://epa.ms/qazdays Как это будет: - 3 дня докладов с практическими кейсами по автоматизации тестирования, по инструментам и фреймворкам, по планированию и менеджменту - 20+ спикеров из Беларуси, Украины, России, Китая, США, Мексики, Мальты и других стран - новые форматы: квизы и lean coffee Z-Days – это ежемесячные онлайн-конференции о различных технологиях и направлениях (QA, Design, Mobile и многих других), объединяющие комьюнити со всего мира. Ивенты организованы для всех, кто интересуется технологиями, приветствуются участники всех уровней, с разным опытом из любых сообществ, компаний, стран – всех, кто хочет развиваться вместе с единомышленниками и получать новый опыт от реальных экспертов. Присоединяйтесь к Z-Days: https://community-z.com/communities/zdays Организатор: EPAM IT Events Информация о митапах, воркшопах и конференциях для тех, кто хочет развиваться в сфере IT. Все мероприятия, опубликованные в этой группе, проводит ЕРАМ в Санкт-Петербурге. Чтобы ничего не пропустить, пожалуйста, подписывайтесь на наш телеграм-канал и следите за анонсами. В группах ЕРАМ в соцсетях ВКонтакте и Facebook мы также регулярно публикуем новости.",Санкт-Петербург,undefined
